SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2016001108330,27887,01323,1,2,2,112390.1103,14,SF
2016001108359,27888,01303,1,2,1,32740.1945,26,SF
2016001108363,27889,00703,1,5,3,99938.1019,27,MF
2016001108385,27890,01103,1,1,1,75141.43,19,DUP
2016001108462,27891,01200,1,2,1,64406.94,19,SF
2016001108552,27892,01105,1,2,1,21576.3249,21,MF
2016001108722,27893,01314,1,3,3,217588.1123,14,SF
2016001108726,27894,01320,1,4,2,332769.19,8,SF
2016001108761,27895,00100,1,3,1,101204.77172,13,SF
2016001108903,27896,01318,1,2,1,55389.9684,13,SF
2016001108967,27897,01105,1,4,3,123446.635,3,SF
2016001109041,27898,01322,1,3,2,74067.981,73,SF
2016001109185,27899,01324,1,2,2,508814.826,21,SF
2016001109280,27900,01321,1,2,2,24689.327,9,SF
2016001109386,27901,00300,1,1,0,103158.4489,12,MH
2016001109512,27902,00500,1,1,0,9661.041,61,MF
2016001109671,27903,01321,1,3,2,172825.289,20,SF
2016001109691,27904,01105,1,2,0,90706.4405,20,SF
2016001109729,27905,01321,1,1,0,5367.245,11,MF
2016001109819,27906,00902,1,4,2,178192.534,2,SF
2016001109828,27907,01320,1,1,0,22971.8086,21,SF
2016001109857,27908,01321,1,4,2,236158.78,14,SF
2016001109982,27909,00400,1,2,0,30163.9169,9,SF
2016001110260,27910,01104,1,3,2,115395.7675,13,SF
2016001110758,27911,00703,1,1,0,21468.98,22,SF
2016001110800,27912,01105,1,3,3,179265.983,3,MH
2016001110831,27913,00500,1,1,0,70954.9789,31,SF
2016001111004,27914,00901,1,20,15,646162.62555,30,MF
2016001111193,27915,00705,1,2,0,25118.7066,10,SF
2016001111334,27916,01316,1,1,1,99830.757,24,SF
2016001111340,27917,01318,1,2,0,101118.8958,14,SF
2016001111359,27918,01200,1,2,2,165364.81845,19,SF
2016001111389,27919,00200,1,2,0,32203.47,8,SF
2016001111404,27920,01104,1,2,0,41896.71447,13,SF
2016001111507,27921,01324,1,1,0,44548.1335,12,MF
2016001111619,27922,01324,1,4,1,99862.96047,23,SF
2016001111662,27923,00800,1,2,0,13718.67822,14,MH
2016001111663,27924,01316,1,3,3,162842.2133,25,SF
2016001111842,27925,00100,1,2,1,54316.5194,40,SF
2016001111953,27926,01104,1,4,2,106271.451,28,SF
2016001111985,27927,01318,1,3,3,112712.145,12,SF
2016001112077,27928,00703,1,2,1,4830.5205,14,MF
2016001112150,27929,00100,1,2,1,78576.4668,55,SF
2016001112155,27930,00600,1,5,2,50452.103,4,SF
2016001112318,27931,01200,1,2,0,28983.123,22,SF
2016001112351,27932,00400,1,1,0,30593.2965,35,SF
2016001112394,27933,00600,1,4,2,107344.9,11,SF
2016001112458,27934,01320,1,1,0,20288.1861,7,MF
2016001112585,27935,00901,1,1,0,100582.1713,31,SF
2016001112616,27936,01314,1,1,1,107344.9,47,MF
2016001112619,27937,01318,1,4,2,30915.3312,41,SF
2016001112863,27938,01105,1,2,0,22542.429,23,MH
2016001112938,27939,00705,1,2,2,65909.7686,31,SF
2016001112950,27940,00600,1,4,1,48305.205,5,SF
2016001112997,27941,01105,1,1,1,107359.928286,3,SF
2016001113112,27942,00200,1,5,4,96825.0998,2,SF
2016001113184,27943,00400,1,1,1,72994.532,20,SF
2016001113185,27944,00300,1,6,2,76214.879,15,SF
2016001113403,27945,00600,1,3,3,62260.042,32,SF
2016001113931,27946,01000,1,1,0,9446.3512,5,MF
2016001113985,27947,01319,1,4,2,52813.6908,13,SF
2016001114037,27948,00500,1,2,0,105842.0714,12,SF
2016001114062,27949,01104,1,2,1,293051.577,22,SF
2016001114500,27950,01317,1,1,0,40254.3375,28,MH
2016001114576,27951,01301,1,2,2,65480.389,25,SF
2016001114764,27952,00705,1,2,0,18570.6677,15,MH
2016001114868,27953,00901,1,2,2,41113.0967,18,MF
2016001114894,27954,00705,1,1,1,13171.21923,16,SF
2016001114897,27955,01323,1,4,2,46158.307,67,SF
2016001114966,27956,01105,1,4,2,118079.39,12,SF
2016001114987,27957,01314,1,3,3,149209.411,27,SF
2016001115219,27958,00200,1,2,2,95536.961,13,SF
2016001115376,27959,01200,1,2,2,123446.635,17,SF
2016001115772,27960,01314,1,1,0,82118.8485,21,SF
2016001115908,27961,01323,1,2,1,313125.0733,19,SF
2016001115926,27962,00400,1,4,1,60971.9032,19,MH
2016001116059,27963,00200,1,2,1,105520.0367,2,SF
2016001116068,27964,01314,1,2,1,98757.308,12,SF
2016001116128,27965,00500,1,1,1,22542.429,15,MF
2016001116210,27966,00800,1,3,1,91350.5099,42,SF
2016001116262,27967,01316,1,2,0,86519.9894,21,SF
2016001116308,27968,01303,1,4,3,158870.452,8,SF
2016001116393,27969,01314,1,1,0,12022.6288,23,MF
2016001116530,27970,00800,1,2,2,80508.675,32,SF
2016001116688,27971,00500,1,4,1,78791.1566,22,SF
2016001116700,27972,00703,1,2,1,117972.0451,10,SF
2016001116827,27973,00400,1,5,1,66983.2176,57,SF
2016001116899,27974,00400,1,2,0,232723.7432,8,SF
2016001117030,27975,01303,1,1,0,25011.3617,21,MF
2016001117149,27976,01314,1,2,2,300565.72,12,SF
2016001117173,27977,01303,1,2,2,62367.3869,19,MF
2016001117204,27978,01105,1,2,2,107559.5898,3,MH
2016001117308,27979,01105,1,2,2,67519.9421,5,SF
2016001117493,27980,00600,1,2,2,108418.349,12,SF
2016001117516,27981,01319,1,2,1,139655.7149,12,SF
2016001117671,27982,00500,1,1,0,20824.9106,43,MH
2016001117791,27983,00705,1,2,2,93068.0283,13,SF
2016001117972,27984,01318,1,2,2,104124.553,25,MF
2016001117974,27985,00500,1,2,2,104124.553,18,SF
2016001117979,27986,01319,1,2,2,112712.145,12,SF
2016001118017,27987,01103,1,1,0,25226.0515,21,SF
2016001118034,27988,01324,1,2,2,619380.073,22,SF
2016001118130,27989,00705,1,1,0,89847.6813,12,SF
2016001118203,27990,01302,1,1,0,46587.6866,12,MF
2016001118363,27991,00600,1,2,0,48970.74338,19,SF
2016001118424,27992,00703,1,1,0,172825.289,11,SF
2016001118495,27993,01320,1,3,1,81281.55828,22,SF
2016001118552,27994,01302,1,1,0,15457.6656,37,SF
2016001118656,27995,00500,1,2,0,28017.0189,4,MH
2016001118951,27996,01105,1,1,0,0,15,SF
2016001119020,27997,01314,1,1,0,26836.225,18,MF
2016001119147,27998,00100,1,5,1,92101.9242,3,SF
2016001119198,27999,01302,1,2,2,70418.2544,20,MF
2016001119247,28000,01319,1,2,1,151034.2743,19,SF
2016001119263,28001,01319,1,4,1,198588.065,19,SF
2016001119277,28002,00200,1,2,0,19429.4269,4,MH
2016001119300,28003,00800,1,1,0,115932.492,22,SF
2016001119482,28004,00902,1,1,1,20395.531,17,SF
2016001119511,28005,00704,1,2,2,42937.96,45,SF
2016001119532,28006,01317,1,2,0,143874.36947,13,SF
2016001119542,28007,00704,1,4,2,56897.090796,10,SF
2016001119613,28008,01200,1,2,0,186941.14335,12,SF
2016001119755,28009,01318,1,1,0,21254.2902,59,MF
2016001120076,28010,01103,1,1,1,19322.082,31,MF
2016001120116,28011,01316,1,2,0,144378.8905,23,SF
2016001120133,28012,00800,1,2,1,21468.98,45,MH
2016001120307,28013,01104,1,3,2,209322.555,102,SF
2016001120408,28014,01324,1,2,2,307006.414,21,SF
2016001120549,28015,01319,1,3,2,157260.2785,12,SF
2016001120587,28016,00500,1,4,3,245218.68956,12,SF
2016001120728,28017,01303,1,5,3,28983.123,20,SF
2016001120829,28018,00500,1,2,2,62260.042,7,SF
2016001120967,28019,00100,1,2,0,78254.4321,5,SF
2016001121028,28020,00400,1,1,1,29412.5026,23,SF
2016001121086,28021,00600,1,1,0,68078.13558,21,SF
2016001121110,28022,00500,1,3,2,83729.022,29,SF
2016001121125,28023,00703,1,3,2,175347.89415,13,SF
2016001121156,28024,00300,1,2,0,53457.7602,32,SF
2016001121259,28025,01323,1,2,2,37570.715,11,MF
2016001121439,28026,01314,1,1,1,105198.002,13,SF
2016001121654,28027,00705,1,2,2,39502.9232,18,SF
2016001121711,28028,01323,1,1,0,28231.7087,12,MF
2016001121877,28029,00200,1,3,3,79435.226,13,MH
2016001121898,28030,00400,1,2,2,40791.062,39,SF
2016001121903,28031,01305,1,1,1,32203.47,31,SF
2016001121973,28032,00300,1,1,0,15887.0452,10,MF
2016001122074,28033,01318,1,1,1,38644.164,22,SF
2016001122077,28034,00400,1,3,2,159943.901,8,SF
2016001122140,28035,00600,1,3,1,32869.00838,20,MF
2016001122232,28036,01000,1,1,0,77717.7076,13,SF
2016001122313,28037,00200,1,2,0,27050.9148,6,SF
2016001122457,28038,00300,1,2,0,57214.8317,15,SF
2016001122546,28039,01318,1,2,2,107344.9,13,SF
2016001122602,28040,01200,1,3,2,77288.328,15,SF
2016001122691,28041,00600,1,2,1,48305.205,15,SF
2016001122821,28042,01103,1,3,3,98971.9978,24,SF
2016001122858,28043,00200,1,1,1,68829.54988,15,SF
2016001123136,28044,00100,1,2,0,102514.3795,17,SF
2016001123325,28045,01319,1,2,1,103190.65237,12,SF
2016001123341,28046,01105,1,2,1,97254.4794,12,SF
2016001123400,28047,01317,1,2,2,134181.125,15,SF
2016001123422,28048,01305,1,2,0,68056.6666,23,SF
2016001123949,28049,01305,1,1,1,90169.716,15,SF
2016001123968,28050,00901,1,2,2,112497.4552,14,SF
2016001124038,28051,01317,1,2,2,182486.33,14,SF
2016001124145,28052,01323,1,2,2,33920.9884,21,SF
2016001124173,28053,00703,1,2,2,294125.026,12,MH
2016001124178,28054,00600,1,3,2,125164.1534,13,MH
2016001124479,28055,01000,1,5,2,71921.083,35,MH
2016001124545,28056,00901,1,2,1,38644.164,14,MF
2016001124559,28057,00902,1,1,0,8480.2471,34,SF
2016001124600,28058,01316,1,1,0,70954.9789,32,SF
2016001124639,28059,00703,1,2,2,67305.2523,24,SF
2016001124776,28060,00703,1,1,0,81474.7791,13,SF
2016001124783,28061,00705,1,2,0,13525.4574,12,MH
2016001124902,28062,01318,1,2,2,85875.92,27,SF
2016001124923,28063,00500,1,2,0,83729.022,9,SF
2016001125124,28064,00800,1,6,4,52276.9663,7,SF
2016001125234,28065,01103,1,2,0,33598.9537,22,SF
2016001125356,28066,00901,1,1,1,12881.388,39,DUP
2016001125430,28067,01321,1,3,1,159943.901,13,SF
2016001125509,28068,00800,1,2,0,23615.878,10,SF
2016001125563,28069,01314,1,1,1,709549.789,21,MF
2016001125665,28070,00703,1,1,0,10337.31387,38,MF
2016001125688,28071,01318,1,1,1,39180.8885,15,MF
2016001125730,28072,01321,1,4,3,213616.351,5,SF
2016001125991,28073,00600,1,3,1,125593.533,24,SF
2016001126086,28074,01104,1,5,1,33169.5741,9,DUP
2016001126448,28075,00600,1,2,2,75142.503449,79,SF
2016001126516,28076,01301,1,2,2,220325.40725,14,SF
2016001126572,28077,00800,1,2,0,55926.6929,27,SF
2016001126647,28078,00600,1,2,2,111424.0062,3,SF
2016001126914,28079,00200,1,2,0,32525.5047,2,MH
2016001126921,28080,01317,1,2,2,107344.9,14,SF
2016001126942,28081,01318,1,5,1,37570.715,29,MH
2016001126963,28082,01000,1,2,0,29519.8475,19,SF
2016001127001,28083,00100,1,2,0,244574.62016,14,SF
2016001127043,28084,01303,1,2,1,245819.821,22,SF
2016001127064,28085,00901,1,6,2,38644.164,30,MF
2016001127168,28086,01200,1,1,0,106164.1061,17,SF
2016001127241,28087,01314,1,1,0,9446.3512,30,MF
2016001127384,28088,01105,1,9,1,68851.01886,18,SF
2016001127455,28089,00600,1,2,1,11700.5941,28,SF
2016001127592,28090,01104,1,1,1,33276.919,29,MF
2016001127691,28091,00704,1,2,2,106271.451,13,SF
2016001127828,28092,01319,1,7,3,55604.6582,14,SF
2016001127897,28093,01320,1,2,0,107344.9,18,SF
2016001128001,28094,01316,1,2,2,81152.7444,15,SF
2016001128065,28095,00704,1,4,2,155650.105,11,SF
2016001128087,28096,00300,1,2,2,173898.738,8,SF
2016001128144,28097,00200,1,2,0,85124.5057,27,SF
2016001128407,28098,01322,1,2,1,53672.45,10,SF
2016001128495,28099,00703,1,3,2,129500.88736,24,SF
2016001128627,28100,01316,1,3,2,80508.675,30,SF
2016001128702,28101,01314,1,2,0,8050.8675,15,SF
2016001128707,28102,00600,1,1,0,3220.347,12,MH
2016001128785,28103,01319,1,1,1,26836.225,8,MF
2016001128907,28104,00200,1,1,0,37570.715,43,SF
2016001128919,28105,00100,1,2,2,54745.899,14,SF
2016001128950,28106,01301,1,2,2,64406.94,14,MF
2016001129112,28107,01104,1,2,0,41220.4416,12,SF
2016001129305,28108,01323,1,5,2,322034.7,22,SF
2016001129506,28109,01320,1,2,2,92316.614,14,SF
2016001129698,28110,00705,1,2,1,32203.47,39,SF
2016001129755,28111,01320,1,5,2,51525.552,25,MF
2016001129816,28112,00705,1,2,1,95429.6161,20,MH
2016001130147,28113,00800,1,1,0,15242.9758,19,MH
2016001130192,28114,01317,1,4,2,607572.134,14,SF
2016001130333,28115,00703,1,4,2,114859.043,14,SF
2016001130397,28116,01301,1,3,2,220057.045,17,SF
2016001130698,28117,00704,1,5,2,68700.736,19,SF
2016001130727,28118,00100,1,1,0,53243.0704,2,MH
2016001130743,28119,01305,1,1,0,39502.9232,33,MF
2016001130776,28120,01316,1,6,3,68700.736,43,MF
2016001130803,28121,01103,1,2,1,64406.94,10,SF
2016001131137,28122,01301,1,3,2,30807.9863,53,SF
2016001131232,28123,01301,1,3,1,48412.5499,17,SF
2016001131303,28124,01321,1,4,1,173147.3237,16,SF
2016001131337,28125,01317,1,2,0,32525.5047,34,SF
2016001131506,28126,01301,1,3,2,128277.1555,13,SF
2016001131639,28127,00100,1,1,0,6762.7287,9,DUP
2016001131645,28128,00100,1,2,2,187853.575,10,SF
2016001131681,28129,01103,1,3,2,77717.7076,13,MH
2016001131759,28130,01317,1,2,0,58288.2807,19,SF
2016001131912,28131,00200,1,1,1,61723.3175,9,SF
2016001132031,28132,01301,1,1,0,10734.49,13,SF
2016001132062,28133,01105,1,1,0,18785.3575,2,SF
2016001132078,28134,01317,1,2,2,156401.5193,11,SF
2016001132097,28135,01105,1,3,0,58073.5909,18,SF
2016001132289,28136,01314,1,4,1,72135.7728,25,DUP
2016001132342,28137,01000,1,2,1,53672.45,21,SF
2016001132565,28138,01317,1,4,1,73101.8769,14,SF
2016001132569,28139,01316,1,2,1,25548.0862,27,SF
2016001132632,28140,01317,1,2,1,58717.6603,19,SF
2016001132744,28141,00500,1,1,1,75141.43,18,SF
2016001132761,28142,01200,1,2,2,67305.2523,6,DUP
2016001132862,28143,00901,1,6,1,29305.1577,19,SF
2016001132989,28144,01105,1,5,1,83514.3322,12,MH
2016001133018,28145,00800,1,2,0,1180.7939,59,MH
2016001133054,28146,01321,1,2,0,2361.5878,7,SF
2016001133073,28147,01301,1,1,1,28446.3985,20,MF
2016001133186,28148,00800,1,1,0,14867.26865,28,SF
2016001133545,28149,00500,1,1,1,50452.103,14,SF
2016001133652,28150,00705,1,4,3,104543.19811,25,SF
2016001133792,28151,00400,1,2,2,281243.638,20,MH
2016001133799,28152,01303,1,1,1,156938.2438,24,SF
2016001133817,28153,01318,1,1,0,16101.735,19,MF
2016001133821,28154,00100,1,1,0,12881.388,13,SF
2016001133848,28155,00600,1,4,1,66553.838,33,SF
2016001133910,28156,01302,1,3,1,73316.5667,24,SF
2016001134023,28157,01323,1,3,2,194079.5792,25,SF
2016001134065,28158,00500,1,3,0,31344.7108,9,MF
2016001134356,28159,00500,1,1,0,0,7,MF
2016001134369,28160,01314,1,1,0,68700.736,16,SF
2016001134380,28161,00902,1,5,4,68700.736,6,SF
2016001134407,28162,01301,1,2,2,136360.22647,8,SF
2016001134435,28163,01319,1,2,1,252260.515,13,SF
2016001134539,28164,01324,1,2,1,32203.47,25,SF
2016001134546,28165,00500,1,3,2,137723.5067,13,SF
2016001134677,28166,00100,1,3,1,77288.328,17,SF
2016001134712,28167,01103,1,1,0,9671.77549,17,SF
2016001134867,28168,00500,1,3,2,86283.83062,35,SF
2016001134877,28169,01104,1,2,0,36926.6456,22,MF
2016001134945,28170,01324,1,3,3,88022.818,14,SF
2016001135008,28171,01104,1,2,0,396102.681,22,SF
2016001135074,28172,00200,1,1,1,37570.715,1,SF
2016001135111,28173,01318,1,3,3,76322.2239,21,SF
2016001135229,28174,01319,1,2,2,96610.41,12,SF
2016001135325,28175,00800,1,2,1,98757.308,39,SF
2016001135396,28176,01200,1,6,1,85875.92,4,SF
2016001135461,28177,00705,1,2,0,26825.49051,12,MH
2016001135478,28178,00901,1,2,1,101333.5856,42,SF
2016001135540,28179,00902,1,2,0,90921.1303,22,SF
2016001135546,28180,01317,1,2,0,51418.2071,22,SF
2016001135553,28181,01000,1,1,0,53135.7255,23,SF
2016001135567,28182,01322,1,4,1,5635.60725,23,SF
2016001135568,28183,01301,1,2,0,23508.5331,12,SF
2016001135603,28184,00600,1,2,0,58825.0052,9,MH
2016001135654,28185,00100,1,3,3,13740.1472,52,SF
2016001135694,28186,01323,1,4,2,176045.636,69,DUP
2016001135745,28187,01104,1,6,2,81689.4689,19,SF
2016001136089,28188,00600,1,2,2,53672.45,21,SF
2016001136247,28189,00600,1,3,0,16745.8044,14,MF
2016001136268,28190,00300,1,2,0,43582.0294,21,SF
2016001136282,28191,01103,1,3,1,48305.205,15,SF
2016001136329,28192,00100,1,2,2,237232.229,3,SF
2016001136390,28193,01323,1,2,2,161060.28796,20,SF
2016001136396,28194,01316,1,5,3,105305.3469,19,SF
2016001136490,28195,00703,1,3,1,27909.674,26,SF
2016001136707,28196,01305,1,1,1,24581.9821,28,SF
2016001136777,28197,00100,1,2,1,22971.8086,22,MF
2016001136859,28198,01303,1,4,0,37570.715,24,SF
2016001136871,28199,00200,1,4,0,24045.2576,8,SF
2016001136879,28200,01316,1,5,2,125056.8085,36,SF
2016001137200,28201,00902,1,5,1,25762.776,8,MF
2016001137203,28202,01321,1,1,0,53028.3806,12,MF
2016001137294,28203,00901,1,2,2,74067.981,25,MF
2016001137348,28204,01301,1,5,1,12881.388,27,MF
2016001137560,28205,01301,1,2,2,26406.8454,11,MF
2016001137750,28206,00800,1,1,1,27909.674,17,SF
2016001137781,28207,00600,1,3,1,138582.2659,25,MH
2016001138087,28208,01318,1,2,1,101655.6203,12,SF
2016001138154,28209,01322,1,2,2,155650.105,24,SF
2016001138683,28210,00300,1,1,0,15135.6309,39,DUP
2016001138761,28211,01302,1,1,1,30056.572,74,MF
2016001138857,28212,00703,1,1,0,20740.108129,14,SF
2016001138949,28213,01324,1,1,0,27909.674,31,SF
2016001139096,28214,01323,1,1,1,15032.579796,16,SF
2016001139249,28215,01200,1,2,0,118186.7349,18,SF
2016001139421,28216,00600,1,2,1,48841.9295,52,SF
2016001139594,28217,01000,1,2,0,34350.368,12,SF
2016001139658,28218,00901,1,2,2,48305.205,91,SF
2016001139665,28219,01323,1,2,2,95214.9263,20,SF
2016001139673,28220,01314,1,2,2,169604.942,14,SF
2016001139963,28221,01314,1,1,1,32257.14245,22,MF
2016001140136,28222,00705,1,4,1,43045.3049,22,SF
2016001140767,28223,01305,1,5,5,172857.49247,19,SF
2016001140808,28224,01302,1,3,2,48305.205,15,SF
2016001141193,28225,01321,1,2,2,86262.36164,28,DUP
2016001141285,28226,00300,1,2,0,47017.0662,23,SF
2016001141357,28227,01000,1,1,0,12559.3533,13,MF
2016001141543,28228,01316,1,2,1,48949.2744,23,SF
2016001141561,28229,00600,1,1,1,47768.4805,21,SF
2016001141618,28230,00600,1,2,2,147062.513,20,SF
2016001141631,28231,01301,1,4,2,32203.47,71,SF
2016001141638,28232,01104,1,4,2,61186.593,19,SF
2016001141761,28233,00100,1,2,0,51847.5867,11,MH
2016001141778,28234,01302,1,3,3,118186.7349,31,SF
2016001142081,28235,00300,1,3,1,74604.7055,5,SF
2016001142163,28236,00902,1,2,1,258701.209,12,SF
2016001142280,28237,00500,1,4,2,120655.6676,26,SF
2016001142284,28238,01318,1,2,2,85231.8506,17,SF
2016001142370,28239,01000,1,1,0,14491.5615,24,MF
2016001142381,28240,01000,1,2,0,155650.105,14,MH
2016001142399,28241,01319,1,1,1,75570.8096,14,SF
2016001142632,28242,00704,1,2,1,157797.003,13,SF
2016001142643,28243,00800,1,2,1,69774.185,13,SF
2016001142651,28244,01314,1,1,1,40791.062,15,MF
2016001142835,28245,01322,1,4,1,87539.76595,23,SF
2016001142879,28246,00300,1,5,1,45084.858,12,MH
2016001142959,28247,00200,1,4,0,26514.1903,10,SF
2016001142968,28248,00200,1,2,1,109062.4184,31,SF
2016001143131,28249,00600,1,3,2,36497.266,4,SF
2016001143207,28250,00703,1,3,1,150282.86,12,SF
2016001143365,28251,01200,1,2,1,95977.07509,18,MH
2016001143581,28252,00300,1,1,1,32525.5047,13,SF
2016001143664,28253,00500,1,3,1,15028.286,4,MF
2016001143671,28254,01305,1,1,0,21576.3249,14,SF
2016001143727,28255,01319,1,1,0,10305.1104,11,MF
2016001143744,28256,00600,1,2,1,201058.071149,15,SF
2016001143796,28257,01314,1,3,3,78147.0872,14,SF
2016001143870,28258,01323,1,3,1,106378.7959,24,SF
2016001144053,28259,01316,1,3,1,82655.573,24,MF
2016001144147,28260,00705,1,3,0,67949.3217,20,SF
2016001144196,28261,00400,1,2,1,171752.913449,23,SF
2016001144327,28262,01320,1,4,1,464266.6925,10,SF
2016001144366,28263,00703,1,2,0,108633.0388,13,SF
2016001144515,28264,01314,1,1,1,51310.8622,17,MF
2016001144704,28265,01319,1,1,0,25762.776,13,MH
2016001144902,28266,01316,1,5,3,103373.1387,16,SF
2016001145218,28267,01200,1,2,2,74604.7055,13,SF
2016001145246,28268,01322,1,2,2,111638.696,11,SF
2016001145398,28269,01103,1,2,1,95536.961,21,SF
2016001145429,28270,00704,1,2,1,57107.4868,13,MH
2016001145466,28271,01000,1,1,1,12129.9737,11,MF
2016001145585,28272,01317,1,4,2,126666.982,35,SF
2016001145605,28273,01103,1,1,1,37570.715,18,SF
2016001145619,28274,01314,1,2,2,145989.064,12,SF
2016001145654,28275,01321,1,2,2,8158.2124,59,MF
2016001145857,28276,01000,1,2,1,21683.6698,7,SF
2016001145859,28277,00600,1,2,2,86734.6792,7,SF
2016001145860,28278,01322,1,1,1,69774.185,11,SF
2016001145869,28279,01318,1,4,1,22542.429,46,MF
2016001145949,28280,00200,1,2,0,47446.4458,31,SF
2016001146174,28281,01104,1,1,0,25118.7066,7,SF
2016001146202,28282,01000,1,2,0,5152.5552,13,SF
2016001146212,28283,01303,1,4,2,117220.6308,15,SF
2016001146226,28284,00400,1,2,2,119152.839,78,SF
2016001146301,28285,01316,1,1,0,9768.3859,14,MH
2016001146356,28286,00600,1,1,1,96610.41,17,MH
2016001146404,28287,00705,1,3,2,87378.7486,62,SF
2016001146495,28288,01301,1,5,4,91887.2344,20,SF
2016001146589,28289,01314,1,3,1,121299.737,15,SF
2016001146806,28290,01103,1,2,1,29949.2271,30,MF
2016001146826,28291,01322,1,1,1,72994.532,22,MF
2016001146906,28292,00901,1,2,1,440328.7798,15,SF
2016001146916,28293,01318,1,3,2,64084.9053,10,SF
2016001147034,28294,00300,1,1,1,66553.838,8,SF
2016001147184,28295,01323,1,1,1,42937.96,25,MF
2016001147204,28296,00500,1,6,1,44977.5131,26,SF
2016001147442,28297,00100,1,2,0,14384.2166,17,SF
2016001147445,28298,01321,1,1,0,38322.1293,22,SF
2016001147475,28299,00300,1,2,2,107344.9,6,SF
2016001147540,28300,01314,1,1,1,8802.2818,22,MF
2016001147593,28301,01322,1,3,2,95322.2712,12,MF
2016001147659,28302,00901,1,2,0,38644.164,32,SF
2016001147698,28303,00500,1,1,1,118079.39,15,SF
2016001147729,28304,01200,1,1,0,59147.0399,9,SF
2016001147793,28305,00400,1,4,2,355311.619,6,SF
2016001147897,28306,00901,1,2,1,74072.274796,15,SF
2016001147917,28307,01316,1,4,2,67519.9421,12,SF
2016001147941,28308,00901,1,1,0,80508.675,18,SF
2016001147959,28309,01318,1,2,0,127955.1208,22,SF
2016001148125,28310,00300,1,3,3,78361.777,17,SF
2016001148129,28311,00703,1,3,2,114859.043,12,SF
2016001148159,28312,00300,1,1,1,53672.45,4,SF
2016001148264,28313,00300,1,3,0,66553.838,11,SF
2016001148270,28314,00703,1,1,0,429.3796,15,SF
2016001148378,28315,01318,1,1,0,28124.3638,17,SF
2016001148467,28316,00500,1,1,1,52813.6908,4,SF
2016001148598,28317,00300,1,2,0,101333.5856,6,SF
2016001148637,28318,00902,1,2,1,46480.3417,11,SF
2016001148695,28319,00500,1,2,0,40833.99996,13,SF
2016001148756,28320,00800,1,2,0,60435.1787,10,SF
2016001148847,28321,01302,1,8,3,88344.8527,25,SF
2016001148851,28322,01000,1,2,0,48841.9295,23,SF
2016001148857,28323,01314,1,1,1,444407.886,16,SF
2016001148860,28324,00400,1,2,0,68915.4258,24,SF
